메뉴명,조리방법,요리종류,중량(1인분),열량,탄수화물,단백질,지방,나트륨,해쉬태그,이미지경로(소),이미지경로(대),재료정보,레시피
해초탕수,튀기기,반찬,,128.7,19.5,2.1,4.9,132.8,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102023_1416273623333.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102023_1416273623333.jpg,"불린 미역 , 유자청 , 다진 파 , 물 , 다진 마늘 , 감자전분 , 계란 , 콩기름 , 김 , 파래 , 양파 ","1. 미역과 파래는 깨끗이 씻어 물기를 짜서 잘게 다지고, 김은 살짝 구워 부스러뜨린다. 
2. 양파와 유자청 건더기는 잘게 다진다. 
3. 1과 2를 합해 감자전분과 달걀을 넣어 반죽한다. 
4. 반죽을 동그랗게 뭉쳐 기름에 튀긴다. 
5. 유자청 국물에 물을 섞어 팬에 넣고 걸쭉하게 끓여 소스를 만든다. 
6. 해초튀김에 소스를 곁들여 낸다.              "
호두떡볶이,끓이기,반찬,,383.1,57.1,5.8,15,219.7,떡볶이떡,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102026_1416273626065.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102026_1416273626065.jpg,"간장 , 호두 , 검정깨 , 떡볶이 떡 , 올리고당 , 올리브유 ","1. 호두는 굵게 다진다. 
2. 다진 호두는 마른 팬에 살짝 볶는다. 
3. 팬에 기름을 두르고 떡이 말랑해질 때까지 볶는다. 
4. 떡이 익으면 올리고당과 간장을 넣어 살짝 볶는다. 
5. 호두를 넣어 맛이 어우러지도록 조금 더 볶는다. 
6. 검은깨를 뿌려내 완성한다.              "
준순콩나물밥,끓이기,밥,,368,75.1,10.1,2.3,226.4,,,http://www.foodsafetykorea.go.kr/,"녹차 우린 물  양념장, 쌀 , 다진파 , 깨소금 , 고춧가루 , 설탕 , 다진마늘 , 청양고추 , 참기름 , 콩나물 , 맛술 , 삶은 죽순 , 주재료, 홍고추 , 간장 ","1. 콩나물은 깨끗이 씻어 꼬리를 뗀다. 
2. 죽순은 빗살무늬를 살려 한입 크기로 얄팍하게 썬다. 
3. 양념장 재료를 모두 섞어 양념장을 만든다. 
4. 솥에 씻은 쌀을 넣고 콩나물과 죽순을 올리고 녹차 우린 물을 부어 밥을 짓는다. 
5. 밥이 다 되면 뜸을 들여준다. 
6. 밥을 푸고 양념장을 넣어 비벼 먹는다.              "
멍게비빔밥,기타,밥,,399.5,73.3,9.7,6.2,532.8,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102027_1416273627985.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102027_1416273627985.jpg,"고추장 , 멍게살 , 참기름 , 부추 , 레몬즙 , 김 , 쌀밥 , 비빔밥, 설탕 , 간 양파 , 무순 , 통깨  양념장, 매실액 ","1. 멍게는 꼭지를 따고 껍질을 벗겨 한입 크기로 썬다. 
2. 부추는 2cm 길이로 썬다. 
3. 김도 부추와 같은 길이로 가늘게 채 썬다. 
4. 양념장 재료를 모두 섞어 양념장을 만든다. 
5. 손질한 멍게에 참기름을 넣어 가볍게 버무린다. 
6. 그릇에 밥을 담고 부추, 무순, 멍게, 김, 통깨를 올리고 양념장을 넣어 비벼 먹는다.              "
키조개샤브샤브,끓이기,국&찌개,,85.4,10.6,9.3,1,424.8,관자,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102029_1416273629141.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102029_1416273629141.jpg,"간장 , 표고버섯 , 다시마 국물  소스, 팽이버섯 , 참나물 , 올리고당 , 키조개관자 , 당근 , 느타리버섯 , 주재료, 사과식초 , 애호박 ","1. 냄비에 물, 건다시마, 대파를 넣고 약불에서 30분간 맛이 우러나게 끓인다. 
2. 체에 걸러 다시마 국물을 만든다. 
3. 키조개 관자를 얇게 자른다. 
4. 당근은 껍질을 벗기고 채소와 버섯은 깨끗이 씻어 한입 크기로 자른다. 
5. 소스 재료를 냄비에 넣고 약불에서 5분간 끓여 양념장을 만든다. 
6. 샤브샤브 냄비에 1을 넣고 끓으면 키조개 관자, 채소, 버섯을 넣고 살짝 익혀 소스에 찍어 먹는다.              "
가자미쑥국,끓이기,국&찌개,,123.4,3.7,15.2,4.9,567.7,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102030_1416273630141.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102030_1416273630141.jpg,"대파 , 쑥 , 들깨가루 , 가자미 , 물 , 된장 , 모시조개 ","1. 가자미는 비늘, 내장, 지느러미를 제거하고 3등분 한다. 
2. 물에 된장을 풀어 끓인다. 
3. 가자미와 모시조개를 넣고 20분 더 끓인다. 
4. 쑥을 넣고 5분간 팔팔 끓인다. 
5. 대파와 들깨가루를 넣어 살짝 끓여낸다. 
6. 그릇에 가자미, 쑥을 우선 담고 국믈을 곁에 부어주며 담아낸다.              "
달래바싹불고기,굽기,반찬,,197,5.3,13.4,13.4,237.6,등심,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102031_1416273631031.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102031_1416273631031.jpg,"올리브유  양념장, 다진 마늘 , 설탕 , 후추 , 달래 , 쇠고기등심 , 다진 양파 , 주재료, 간장 ","1. 달래를 3cm 길이로 썬다. 
2. 양념장 재료를 모두 섞어 양념장을 만든다. 
3. 소고기에 달래와 양념장을 넣고 간이 배도록 잘 주무른다. 
4. 기름 두른 팬에 양념한 고기를 한 덩이씩 떼서 모양을 잡아준다. 
5. 뭉친 고기는 앞뒤로 고루 익혀낸다. 
6. 그릇에 담아 마무리 한다.              "
오리고기곰피쌈,굽기,반찬,,137.3,7.8,10.3,7.1,355.9,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102033_1416273633876.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102033_1416273633876.jpg,"오리고기, 올리브유  소스, 설탕, 물 , 고추장, 식초 , 무순, 오미자 액기스, 곰피, 주재료","1. 곰피를 데쳐 찬물에 헹군다. 
2. 헹군 곰피는 10cm길이로 자른다. 
3. 오미자액기스, 고추장, 설탕, 식초, 물을 섞어 오미자 초고추장 소스를 만든다. 
4. 팬에 오리고기를 굽는다. 
5. 곰피에 오리구이와 무순을 올리고 오미자 초고추장을 발라 돌돌 말아준다. 
6. 그릇에 담아 완성한다.              "
바지락수제비볶음,볶기,반찬,,271.6,43.5,10.6,7.1,295.2,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102034_1416273634751.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102034_1416273634751.jpg,"마늘 , 실파 , 굴소스 , 매실액 , 참기름  양념장, 밀가루 , 양파 , 맛술 , 청양고추 , 콩기름 , 물 , 주재료, 간장 , 바지락 , 피쉬소스 ","1. 밀가루에 물을 넣고 수제비 반죽을 만든다. 
2. 반죽을 끓는 물에 떼어 넣어 익혀 체에 받쳐둔다. 
3. 양파는 굵게 채 썰고 마늘은 편으로 청양고추는 어슷 썰고 실파는 송송 썬다. 
4. 분량의 재료를 섞어 양념장을 만든다. 
5. 팬에 기름을 두르고 마늘을 볶다 바지락과 맛술을 넣어 볶는다. 
6. 양파, 청양고추를 넣어 볶은 뒤 양념장, 수제비, 참기름을 넣어 살짝 볶는다.              "
민들레무침,기타,반찬,,24.9,4,1,0.9,127.9,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102036_1416273636697.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102036_1416273636697.jpg,"매실액 , 소금 , 양파  양념, 깨소금 , 고춧가루 , 다진 마늘 , 주재료, 민들레 , 다진 파 ","1. 민들레는 흐르는 물에 씻는다. 
2. 깨끗이 씻은 민들레는 한입 크기로 뜯고 물기를 살짝 제거해준다. 
3. 양파는 얇게 채썬다. 
4. 양념장 재료를 모두 섞어 양념장을 만든다. 
5. 양파와 민들레를 볼에 담고 양념을 넣어 가볍게 무쳐낸다. 
6. 그릇에 담아 마무리 한다.              "
취나물들깨무침,기타,반찬,,83.4,5.5,3.5,5.7,256.1,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102037_1416273637730.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102037_1416273637730.jpg,"간장 , 참취, 들기름, 다진 파 , 소금 , 다진 마늘, 거피들깨가루","1. 취나물을 끓는 물에 살짝 데친다. 
2. 데친 취나물은 찬물에 헹군다. 
3. 취나물을 가볍게 짜서 물기를 제거하고 5cm 길이로 자른다. 
4. 나머지 재료를 모두 섞어 양념장을 준비한다. 
5. 볼에 취나물을 담고 양념장을 넣어 조물조물 무쳐낸다. 
6. 무쳐낸 나물을 그릇에 담아 마무리한다.              "
토마토소박이,기타,반찬,,30,5.2,1.4,0.7,316.6,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102038_1416273638917.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102038_1416273638917.jpg,"통깨 , 설탕 , 적양파  양념, 영양부추 , 까나리액젓 , 소금 , 고춧가루 , 주재료, 토마토 ","1. 재료를 깨끗이 씻어낸다. 
2. 토마토는 끝이 떨어지지 않게 6등분 한다. 
3. 영양부추는 1cm 길이로 썬다. 
4. 적양파는 곱게 채 썬다. 
5. 영양부추와 적양파에 양념을 넣고 버무려 소를 만든다. 
6. 토마토에 소를 넣어 30분 정도 냉장고에 두었다가 먹는다.              "
풋마늘오징어김치,기타,반찬,,39.2,3.8,4.7,0.8,220.8,,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102039_1416273639916.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102039_1416273639916.jpg,"풋마늘 , 새우젓 , 소금 , 밀가루 , 통깨 , 설탕 , 생강즙 , 물 , 물 , 고춧가루 , 멸치액젓 , 주재료, 건오징어  양념","1. 풋마늘을 깨끗이 씻어 5cm 길이로 썬다. 
2. 물에 풋마늘을 30분 정도 담가 매운맛을 뺀다. 
3. 오징어를 1cm x 5cm 크기로 썬다. 
4. 밀가루와 물을 섞어 약불에서 풀을 쑤어 차게 식힌다. 
5. 풀에 나머지 양념장 재료를 모두 넣어 섞는다. 
6. 풋마늘과 오징어에 양념장을 넣고 버무려 즉석에서 먹거나 살짝 익혀 먹는다.              "
절편꽃말이떡,찌기,후식,,115.6,20.2,3.2,1.7,132.5,절편,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102040_1416273640697.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102040_1416273640697.jpg,"소금 , 다진 호두 , 설탕 , 거피녹두 , 물 , 진달래꽃 , 절편 ","1. 거피녹두를 깨끗이 씻는다. 
2. 씻은 녹두에 물을 넣고 푹 삶아낸다. 
3. 삶아 낸 녹두를 체에 밭쳐 물기를 제거하고 으깬다. 
4. 마른 팬에 녹두 소를 넣어 살짝 볶아 수분을 날린 다음 설탕, 소금으로 간한다. 
5. 절편을 5cm 길이로 잘라 밀대로 얇게 민다. 
6. 절편에 녹두소와 호두를 넣고 돌돌 말아 진달래를 붙인다.              "
가지볶음,볶기,반찬,,37.6,4.7,0.9,2.5,68,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053359_1416213239319.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053359_1416213239319.jpg,"물엿, 생강 , 통깨 , 들기름, 고추장, 가지","1. 가지를 깨끗하게 씻는다. 
2. 가지를 1x1x4cm 크기로 자른다. 
3. 생강을 곱게 다진다. 
4. 다진 생강과 고추장, 물엿, 통깨를 섞어 양념장을 만든다. 
5. 팬에 들기름을 넣고 센불에서 가지를 볶는다. 
6. 가지가 다 볶아지면 양념장을 넣고 섞일 정도로만 볶는다.              "
고등어 강정,튀기기,반찬,,154.6,10.1,7.8,9.1,207,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053815_1416213495241.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053815_1416213495241.jpg,"설탕, 땅콩, 고등어, 토마토케첩, 튀김기름  고등어 밑 양념생강즙, 전분, 물엿, 고추장, 소금적당량, 물, 후춧가루 적당량조림장간장, 청주","1. 고등어는 머리를 자른 뒤 내장을 빼고 잘 씻어 물기를 제거한다. 
2. 1의 살만 포를 떠서 한입 크기로 자른 뒤 청주, 생강즙, 소금, 후춧가루를 뿌려 밑간 한다. 
3. 전분을 앞, 뒤로 묻혀 170℃ 튀김 기름에 2번 바삭하게 튀긴다. 
4. 땅콩은 껍질을 벗긴 뒤 비닐봉지에 담아 밀대로 찧어 굵게 다진다. 
5. 냄비에 간장, 고추장, 설탕, 물엿을 넣고 끓여 조림장을 만든다. 
6. 조림장이 반으로 졸아들면 튀긴 고등어와 땅콩을 넣고 살살 뒤집어가며 윤기나게 버무린다.              "
꽃게볶음,튀기기,반찬,,109,10.1,10.3,2.9,317,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053816_1416213496599.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053816_1416213496599.jpg,"꽃게, 생강다진것, 설탕, 전분, 실파, 소금적당량, 물, 참기름, 건고추, 청주, 마늘다진것, 후춧가루적당량 양념장간장","1. 솔을 이용해 게를 깨끗이 씻어 물기를 뺀 뒤 등딱지를 떼고 먹기 좋은 크기로 토막내 소금, 후춧가루, 청주로 밑간 한다. 
2. 전분을 묻힌 뒤 찜통에 찐다. 
3. 마늘, 생강은 얇게 편썰고 실파는 3cm 길이로 썰고 건 고추는 어슷하게 썬다. 
4. 팬에 기름을 두르고 마늘, 생강, 건고추를 넣고 볶는다. 
5. 매콤한 향이 나면 양념장을 넣고 살짝 볶으면서 찐 게를 넣어 맛이 베이도록 뒤적이며 볶는다. 
6. 마지막에 실파를 넣고 참기름으로 향을 낸다.              "
다시마칩,튀기기,후식,,61,10.3,1.6,2.5,139,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053817_1416213497711.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053817_1416213497711.jpg,"오트밀, 참께, 다시마, 꿀","1. 다시마를 젖은 행주로 깨끗하게 닦는다. 
2. 다시마를 4x5cm 크기로 자른다. 
3. 자른 다시마를 파이팬에 올린다. 
4. 예열된 오븐에서 다시마를 굽는다. 
5. 구운 다시마에 꿀을 묻힌다. 
6. 참깨나 오트밀을 묻힌다.              "
브로콜리 쇠고기 볶음,볶기,반찬,,124,13.9,1.2,4.1,300,안심,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053818_1416213498790.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053818_1416213498790.jpg,"물전분, 설탕, 소금적당량, 당근, 쇠고기안심, 간장, 마늘다진것, 식물성기름, 생강, 브로콜리","1. 브로콜리는 소금물에 담궜다가 씻는다. 
2. 브로콜리를 작은 송이로 자른 뒤 기름, 소금을 넣은 물에 데쳐 찬물에 헹군다. 
3. 생강과 당근, 마늘, 소고기를 얇게 슬라이스 한다. 
4. 소고기를 밑간 한 뒤 10분 정도 재웠다가 기름을 두르고 살짝 익힌다. 
5. 마늘, 생강, 당근, 익혀둔 소고기를 팬에 넣고 브로콜리를 넣어 볶는다. 
6. 물 전분을 이용해 소스의 농도를 맞춘다.              "
새우살을 채운 두부 스프(미네스트로네),끓이기,일품,,117,5.9,13.8,4.6,361,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053819_1416213499570.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053819_1416213499570.jpg,"닭육수, 굴소스, 두부, 소금적당량새우 마리네이션달걀흰자, 새우, 돼지호박, 전분, 당근, 참기름, 간장, 소금 적당량, 마늘다진것, 생강, 양파","1. 새우살을 다져서 양념한다. 
2. 두부는 4x3cm로 썰어 한 쪽 면은 속을 파내고 간이 된 새우살을 채운 뒤 전분을 묻혀 지진다. 
3. 당근, 양파, 돼지호박은 
1.5x
1.5x
0.2cm 크기로 썬다. 
4. 팬에 참기름을 두르고 3을 타지 않도록 잘 볶은 뒤 생강, 다진 마늘을 넣고 볶다가 닭육수를 넣어 끓인다. 
5. 육수에 간장과 굴소스로 간을 맞춘다. 
6. 그릇에 지져낸 새우살을 채운 두부를 넣고 끓인 미네스트로네를 담는다.              "
시저 샐러드,기타,반찬,,213,24.5,14.5,6.4,220,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053821_1416213501772.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053821_1416213501772.jpg,"파마산 치즈, 도미살, 오레가노다진것, 상추로메인, 식빵, 달걀노른자, 소금적당량, 레몬주스, 빵가루 크루퉁파슬리다진것, 소금 적당량, 마늘다진것, 밀가루, 올리브오일, 후추 적당량, 앤쵸비, 달걀물","1. 상추 잎을 떼내어 잘 씻은 다음 물기를 제거하고 적당한 크기로 잘라 냉장고에서 보관한다. 
2. 크루통을 만들고 서빙하기 전까지 따로 보관한다. 
3. 마늘, 앤초비, 소금, 후추를 넣고 페이스트를 만든 뒤 달걀 노른자, 레몬주스를 넣고 섞는다. 
4. 3에 올리브오일을 넣어 진한 농도가 나도록 한 뒤 파마산치즈를 넣고 상추를 넣어 잘 섞는다. 
5. 도미살을 손가락 길이로 썰어 소금, 후추로 간을 하고 밀가루, 달걀물, 빵가루 순으로 묻혀 170℃ 정도의 기름에서 튀긴다. 
6. 차가운 접시에 4, 5를 담고 크루통을 뿌린다.              "
연두부 무순 냉국,끓이기,국&찌개,,71,6.3,6,3,223,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053823_1416213503163.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053823_1416213503163.jpg,"홍고추, 설탕, 쑥갓, 소금적당량냉국 국물재료 다시마육수, 맛술, 무순, 대파, 간장, 통깨, 연두부, 식초, 청고추","1. 무순의 잡티를 제거한 뒤 물에 흔들어 씻어 물기를 뺀다. 
2. 연두부는 적당한 크기로 나눈다. 
3. 다시마 육수에 분량의 재료를 섞어 냉국 국물을 만든 뒤 냉장고에 넣어 차갑게 만든다. 
4. 청, 홍고추, 대파는 2cm 길이로 곱게 채 썬다. 
5. 냉국 그릇에 2의 연두부를 담고 무순, 채썬 대파, 청, 홍고추를 가지런히 올린다. 
6. 5의 연두부에 차게 준비한 냉국 국물을 붓고 쑥갓을 얹은 뒤 통깨를 뿌린다.              "
차가운 당근 수프,끓이기,일품,,84,13.2,2.3,3.3,57,,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053825_1416213505303.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141117/20141117053825_1416213505303.jpg,"당근주스, 생강다진것, 버터, 소금적당량, 당근, 오렌지주스, 양파다진것, 마늘다진것, 생크림, 야채육수","1. 버터를 녹인 냄비에 양파, 생강, 마늘 다진 것을 넣고 양파가 반투명해 질 때까지 볶는다. 
2. 1에 얇게 썬 당근을 넣고 볶는다. 
3. 2에 야채육수, 오렌지주스를 넣고 당근이 익을 때까지 끓인다. 
4. 믹서에 3을 넣고 갈아준 뒤 차갑게 한다. 
5. 제공하기 직전에 크림을 넣어 섞은 뒤 당근주스를 넣는다. 
6. 소금, 후추로 마지막 간을 하고 차가운 볼에 담는다.              "
